Age,Height,Weight,Gender,injury,equipment,level,Exercise
37,164,61,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
38,164,62,female,Upper,Body Only,Beginner,Arom Side lying Abduction
39,164,63,female,Lower,Body Only,Beginner,Air Squat
40,164,64,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
41,164,65,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
42,164,66,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
43,164,67,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
44,164,68,female,Upper,Body Only,Beginner,Arom Side lying Abduction
45,164,69,female,Lower,Body Only,Beginner,Air Squat
46,164,70,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
47,164,71,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
48,164,72,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
49,164,73,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
50,164,74,female,Upper,Body Only,Beginner,Arom Side lying Abduction
51,164,75,female,Lower,Body Only,Beginner,Air Squat
36,185,80,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
37,185,81,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
38,185,82,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
39,185,83,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
40,185,84,male,Upper,Body Only,Beginner,Arom Side lying Abduction
41,185,85,male,Lower,Body Only,Beginner,Air Squat
42,185,86,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
43,185,87,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
44,185,89,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
45,185,90,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
46,185,92,male,Upper,Body Only,Beginner,Arom Side lying Abduction
47,185,94,male,Lower,Body Only,Beginner,Air Squat
48,185,96,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
49,185,98,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
50,185,97,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
51,185,95,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
36,165,60,female,Upper,Body Only,Beginner,Arom Side lying Abduction
37,165,62,female,Lower,Body Only,Beginner,Air Squat
38,165,64,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
39,165,67,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
40,165,68,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
41,165,69,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
42,165,71,female,Upper,Body Only,Beginner,Arom Side lying Abduction
43,165,73,female,Lower,Body Only,Beginner,Air Squat
44,165,75,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
45,165,77,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
46,165,79,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
47,165,83,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
48,165,82,female,Upper,Body Only,Beginner,Arom Side lying Abduction
49,165,86,female,Lower,Body Only,Beginner,Air Squat
50,165,84,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
51,165,88,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
42,165,71,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
43,165,73,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,155,55,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
21,156,55,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
22,157,55,female,Upper,Dumbbells,Intermediate,Arnold Press
23,158,55,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
24,159,55,female,Upper,Dumbbells,Intermediate,Cuban Press
25,160,55,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
26,161,55,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
27,162,55,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
28,163,55,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
29,164,55,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
30,165,55,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
31,166,55,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
32,167,55,female,Abdominals & Lower Back,Body Only,Beginner,Superman
33,168,55,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
34,169,55,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
35,170,55,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
20,171,55,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
21,155,55,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
22,156,55,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
23,157,55,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
24,158,55,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
25,159,55,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
26,160,55,female,Lower,Body Only,Beginner,Heel Slide
27,161,55,female,Lower,Body Only,Intermediate,High Knees
28,162,55,female,Lower,Body Only,Advanced,Iron cross
29,163,55,female,Lower,Body Only,Intermediate,Isometric Squat
30,164,55,female,Lower,Body Only,Beginner,Hamstring Curl
31,165,55,female,Lower,Body Only,Intermediate,Kick Backs
32,166,55,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
33,167,55,female,Lower,Body Only,Intermediate,Lunges
34,168,55,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
35,169,55,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
20,170,55,female,Lower,Body Only,Advanced,Single Leg Squat
21,171,55,female,Lower,Body Only,Intermediate,Standing Hip Extension
22,155,55,female,Lower,Body Only,Beginner,Standing Quad Stretch
23,156,55,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
24,157,55,female,Lower,Body Only,Intermediate,Sumo Squat
25,158,55,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
26,159,55,female,Lower,Body Only,Advanced,leg pendulum Swing
27,160,55,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
28,161,55,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
29,162,55,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
30,163,55,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
31,164,55,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
32,165,55,female,Upper,Body Only,Beginner,Arom Side lying Abduction
33,166,55,female,Lower,Body Only,Beginner,Air Squat
34,167,55,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
35,168,55,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
20,169,55,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
21,170,55,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
22,171,55,female,Upper,Body Only,Beginner,Arom Side lying Abduction
23,155,55,female,Lower,Body Only,Beginner,Air Squat
24,156,55,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
25,157,55,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
26,158,55,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
27,159,55,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
28,160,55,female,Upper,Body Only,Beginner,Arom Side lying Abduction
29,161,55,female,Lower,Body Only,Beginner,Air Squat
30,162,55,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,163,55,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,164,55,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,165,55,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,166,55,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
35,167,55,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
20,168,55,female,Upper,Dumbbells,Intermediate,Arnold Press
21,169,55,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
22,170,55,female,Upper,Dumbbells,Intermediate,Cuban Press
23,171,55,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
24,175,70,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
25,176,70,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
26,177,70,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
27,178,70,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
28,179,70,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
29,180,70,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
30,181,70,male,Abdominals & Lower Back,Body Only,Beginner,Superman
31,182,70,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
32,183,70,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
33,184,70,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
34,185,70,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
35,186,70,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
20,187,70,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
21,188,70,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
22,189,70,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
23,190,70,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
24,191,70,male,Lower,Body Only,Beginner,Heel Slide
25,175,70,male,Lower,Body Only,Intermediate,High Knees
26,176,70,male,Lower,Body Only,Advanced,Iron cross
27,177,70,male,Lower,Body Only,Intermediate,Isometric Squat
28,178,70,male,Lower,Body Only,Beginner,Hamstring Curl
29,179,70,male,Lower,Body Only,Intermediate,Kick Backs
30,180,70,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
31,181,70,male,Lower,Body Only,Intermediate,Lunges
32,182,70,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
33,183,70,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
34,184,70,male,Lower,Body Only,Advanced,Single Leg Squat
35,185,70,male,Lower,Body Only,Intermediate,Standing Hip Extension
20,186,70,male,Lower,Body Only,Beginner,Standing Quad Stretch
21,187,70,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
22,188,70,male,Lower,Body Only,Intermediate,Sumo Squat
23,189,70,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
24,190,70,male,Lower,Body Only,Advanced,leg pendulum Swing
25,191,70,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
26,175,70,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
27,176,70,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
28,177,70,male,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
29,178,70,male,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
30,179,70,male,Upper,Body Only,Beginner,Arom Side lying Abduction
31,180,70,male,Lower,Body Only,Beginner,Air Squat
32,181,70,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
33,182,70,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
34,183,70,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
35,184,70,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
20,185,70,male,Upper,Body Only,Beginner,Arom Side lying Abduction
21,186,70,male,Lower,Body Only,Beginner,Air Squat
22,187,70,male,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
23,188,70,male,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
24,189,70,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
25,190,70,male,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
26,191,70,male,Upper,Body Only,Beginner,Arom Side lying Abduction
27,155,56,female,Lower,Body Only,Beginner,Air Squat
28,156,56,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
29,157,56,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
30,158,56,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
31,159,56,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
32,160,56,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
33,161,56,female,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
34,162,56,female,Upper,Dumbbells,Intermediate,Arnold Press
35,163,56,female,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
20,164,56,female,Upper,Dumbbells,Intermediate,Cuban Press
21,165,56,female,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
22,166,56,female,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
23,167,56,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
24,168,56,female,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
25,169,56,female,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
26,170,56,female,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
27,171,56,female,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
28,155,56,female,Abdominals & Lower Back,Body Only,Beginner,Superman
29,156,56,female,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
30,157,56,female,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
31,158,56,female,Upper,Dumbbells,Beginner,Dumbbell High Pull
32,159,56,female,Upper,Dumbbells,Beginner,Dumbbell Kickback
33,160,56,female,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
34,161,56,female,Upper,Dumbbells,Beginner,Dumbbell Scaption
35,162,56,female,Upper,Body Only,Intermediate,Prone Horizontal Abduction
20,163,56,female,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
21,164,56,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
22,165,56,female,Lower,Body Only,Beginner,Heel Slide
23,166,56,female,Lower,Body Only,Intermediate,High Knees
24,167,56,female,Lower,Body Only,Advanced,Iron cross
25,168,56,female,Lower,Body Only,Intermediate,Isometric Squat
26,169,56,female,Lower,Body Only,Beginner,Hamstring Curl
27,170,56,female,Lower,Body Only,Intermediate,Kick Backs
28,171,56,female,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
29,155,56,female,Lower,Body Only,Intermediate,Lunges
30,156,56,female,Lower,Body Only,Beginner,Single Leg Balance and Reach
31,157,56,female,Lower,Body Only,Intermediate,Prone Heel Squeezes
32,158,56,female,Lower,Body Only,Advanced,Single Leg Squat
33,159,56,female,Lower,Body Only,Intermediate,Standing Hip Extension
34,160,56,female,Lower,Body Only,Beginner,Standing Quad Stretch
35,161,56,female,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
20,162,56,female,Lower,Body Only,Intermediate,Sumo Squat
21,163,56,female,Lower,Dumbbells,Advanced,Weighted Walking Lunge
22,164,56,female,Lower,Body Only,Advanced,leg pendulum Swing
23,165,56,female,Upper,Dumbbells,Intermediate,Side Lateral Raise
24,166,56,female,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
25,167,56,female,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
26,168,56,female,Upper,Dumbbells,Intermediate,Standing Dumbbell Shoulder Press
27,169,56,female,Upper,Dumbbells,Intermediate,Standing Palms In Shoulder Press
28,170,56,female,Upper,Body Only,Beginner,Arom Side lying Abduction
29,171,56,female,Lower,Body Only,Beginner,Air Squat
30,155,56,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
31,156,56,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
32,157,56,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
33,158,56,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
34,159,56,female,Upper,Body Only,Beginner,Arom Side lying Abduction
35,160,56,female,Lower,Body Only,Beginner,Air Squat
20,161,56,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
21,162,56,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
22,163,56,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
23,164,56,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
24,165,56,female,Upper,Body Only,Beginner,Arom Side lying Abduction
25,166,56,female,Lower,Body Only,Beginner,Air Squat
26,167,56,female,Abdominals & Lower Back,Body Only,Intermediate,Dead Bug
27,168,56,female,Upper,Dumbbells,Intermediate,Dumbbell Front Raise
28,169,56,female,Lower,Dumbbells,Intermediate,Dumbbell Squat
29,170,56,female,Abdominals & Lower Back,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
30,171,56,female,Upper,Dumbbells,Intermediate,Alternating Deltoid Raise
31,175,71,male,Upper,Dumbbells,Intermediate,Alternating Dumbbell Front Raise
32,176,71,male,Upper,Dumbbells,Intermediate,Arnold Press
33,177,71,male,Upper,Dumbbells,Intermediate,Bent-Over Dumbbell Rear Delt Row
34,178,71,male,Upper,Dumbbells,Intermediate,Cuban Press
35,179,71,male,Lower,Dumbbells,Intermediate,Dumbbell Deadlift
20,180,71,male,Lower,Dumbbells,Intermediate,Dumbbell Front Squat
21,181,71,male,Lower,Dumbbells,Intermediate,Dumbbell Squat
22,182,71,male,Lower,Dumbbells,Intermediate,Dumbbell Wide Squat
23,183,71,male,Abdominals & Lower Back,Body Only,Beginner,Knee To Chest Stretch
24,184,71,male,Abdominals & Lower Back,Body Only,Intermediate,Leg Lift
25,185,71,male,Abdominals & Lower Back,Body Only,Beginner,Prone Straight Leg Raises
26,186,71,male,Abdominals & Lower Back,Body Only,Beginner,Superman
27,187,71,male,Abdominals & Lower Back,Body Only,Intermediate,Straight Leg Raises
28,188,71,male,Abdominals & Lower Back,Body Only,Intermediate,Straddle Ups
29,189,71,male,Upper,Dumbbells,Beginner,Dumbbell High Pull
30,190,71,male,Upper,Dumbbells,Beginner,Dumbbell Kickback
31,191,71,male,Upper,Dumbbells,Advanced,Dumbbell L Lateral Raise and External Rotation
32,175,71,male,Upper,Dumbbells,Beginner,Dumbbell Scaption
33,176,71,male,Upper,Body Only,Intermediate,Prone Horizontal Abduction
34,177,71,male,Upper,Dumbbells,Advanced,Reverse Lung with Contralateral Shoulder Press
35,178,71,male,Upper,Dumbbells,Beginner,Standing Dumbbell Fly
20,179,71,male,Lower,Body Only,Beginner,Heel Slide
21,180,71,male,Lower,Body Only,Intermediate,High Knees
22,181,71,male,Lower,Body Only,Advanced,Iron cross
23,182,71,male,Lower,Body Only,Intermediate,Isometric Squat
24,183,71,male,Lower,Body Only,Beginner,Hamstring Curl
25,184,71,male,Lower,Body Only,Intermediate,Kick Backs
26,185,71,male,Lower,Body Only,Advanced,Low Lunge to Hamstring to Twist
27,186,71,male,Lower,Body Only,Intermediate,Lunges
28,187,71,male,Lower,Body Only,Beginner,Single Leg Balance and Reach
29,188,71,male,Lower,Body Only,Intermediate,Prone Heel Squeezes
30,189,71,male,Lower,Body Only,Advanced,Single Leg Squat
31,190,71,male,Lower,Body Only,Intermediate,Standing Hip Extension
32,191,71,male,Lower,Body Only,Beginner,Standing Quad Stretch
33,175,71,male,Lower,Body Only,Beginner,Static 90-90 Hamstring Stretch
34,176,71,male,Lower,Body Only,Intermediate,Sumo Squat
35,177,71,male,Lower,Dumbbells,Advanced,Weighted Walking Lunge
20,178,71,male,Lower,Body Only,Advanced,leg pendulum Swing
21,179,71,male,Upper,Dumbbells,Intermediate,Side Lateral Raise
22,180,71,male,Upper,Dumbbells,Intermediate,Single Arm Lateral Raise
